wav_name,transcription,track,cluster,reference
sys2e1cb-utta0312ca.wav,aɪ w ʊ d ə n t b iː h j uː m ə n ɪ f aɪ d ɪ d ə n t,main,9,aɪ w ʊ d ə n t b iː h j uː m ə n ɪ f aɪ d ɪ d ə n t
sys2e1cb-uttfce6630.wav,h iː w ʌ z t eɪ k ə n ɪ l ɪ n h ɪ z ɑː f ɪ s,main,10,h iː w ʌ z t eɪ k ə n ɪ l ɪ n h ɪ z ɑː f ɪ s
sys2e1cb-uttd33f361.wav,ɐ f oʊ n k oʊ l m eɪ d ɪ t ɔː l w ɜː θ w aɪ l,main,31,ɐ f oʊ n k oʊ l m eɪ d ɪ t ɔː l w ɜː θ w aɪ l
sys2e1cb-utt36418d5.wav,ɪ ɾ ɪ z t aɪ m t ə tʃ eɪ n dʒ ɑː h ɚ ɹ ɐ p ɹ oʊ tʃ,main,11,ɪ ɾ ɪ z t aɪ m t ə tʃ eɪ n dʒ aʊ ɹ ɐ p ɹ oʊ tʃ
sys2e1cb-utta30ebdf.wav,f ɜː m ɪ s h ɛ n d ɚ s ə n ð ɛ ɹ ɪ ʃ uː z ɐ f ɑːɹ ɹ iː tʃ ɪ ŋ,main,12,f ɔː m ɪ s h ɛ n d ɚ s ə n ð ɪ ɪ ʃ uː z ɑːɹ f ɑːɹ ɹ iː tʃ ɪ ŋ
sys2e1cb-utt5d9b64f.wav,h iː s t oʊ l m ɪ n ə s ə n s æ n d m aɪ aɪ d ɛ n t ᵻ ɾ i,main,36,h iː s t oʊ l m aɪ ɪ n ə s ə n s æ n d m aɪ aɪ d ɛ n t ᵻ ɾ i
sys2e1cb-utt1e75d2a.wav,ɡ ɹ ɛ ɡ s ə n h ɚ d l ɪ s ə n d l aɪ k w ʌ n ʌ n d ɚ ɹ ɐ s p ɛ l,main,32,ɡ ɹ ɛ ɡ s ə n h æ d l ɪ s ə n d l aɪ k w ʌ n ʌ n d ɚ ɹ ɐ s p ɛ l
sys2e1cb-utt1e50cc6.wav,h iː w ʌ z p ʌ z əl d b aɪ ð ə s l oʊ n ə s ʌ v ɪ t s p ɹ oʊ ɡ ɹ ɛ s,main,33,h iː w ʌ z p ʌ z əl d b aɪ ð ə s l oʊ n ə s ʌ v ɪ t s p ɹ oʊ ɡ ɹ ɛ s
sys2e1cb-utt0e214cc.wav,aɪ n ɛ v ɚ ɹ ɡ ɹ oʊ t aɪ ɚ d ʌ v w ɑː tʃ ɪ ŋ k æ p t ɪ n w ɛ s t,main,13,aɪ n ɛ v ɚ ɡ ɹ oʊ t aɪ d ʌ v w ɔ tʃ ɪ ŋ k æ p t ɪ n w ɛ s t
sys2e1cb-utt5b579d4.wav,m ɪ s t ɚ d ɛ n m ə n ʃ ʊ k k æ m ɚ ɹ ə n w ɔːɹ m l i b aɪ ð ə h æ n d,main,16,m ɪ s t ɚ d ɛ n m ə n ʃ ʊ k k æ m ɚ ɹ ə n w ɔːɹ m l i b aɪ ð ə h æ n d
sys2e1cb-uttd82adca.wav,ð ə ɑː l ɪ k ɑːɹ k i w ʌ n t ᵻ d ð ə w ɔːɹ ɹ w ɪ ð dʒ ɜː m ə n i,main,17,ð ɪ ɑː l ɪ ɡ ɑːɹ k i w ʌ n t ᵻ d ð ə w ɔːɹ w ɪ ð dʒ ɜː m ə n i
sys2e1cb-utt51d77de.wav,æ n d ð ɛ n aɪ ɡ ɔ ɾ ɐ s æ m p əl l ʌ v m æ l ɪ k ə n dʒ ɪ eɪ k ə s,main,18,æ n d ð ɛ n aɪ ɡ ɔ ɾ ɐ s ɑː m p əl l ʌ v m æ l ɪ ɡ ə n dʒ eɪ k ə b z
sys2e1cb-utt999a75b.wav,ɪ n ʌ ð ɚ l æ n d z ɔː l ð ɐ m ɛ ɹ ɪ k ə n z ɑːɹ ɹ k ɔː l d j æ ŋ k i z,main,34,ɪ n ʌ ð ɚ l æ n d z ɔː l ɐ m ɛ ɹ ɪ k ə n z ɑːɹ k ɔː l d j æ ŋ k i z
sys2e1cb-utt24e2c50.wav,ɐ b aʊ t h ɪ m h iː n uː w ʌ z ð ə b ɪ ɡ ɐ d v ɛ n tʃ ɚ ɹ ɚ,main,19,ɐ b aʊ t h ɪ m h iː n uː w ʌ z ð ə b ɪ ɡ ɐ d v ɛ n tʃ ɚ
sys2e1cb-utt15fe3e6.wav,ɪ n ɐ n ʌ ð ɚ ɹ ɪ n s t ə n t h iː h æ d f l æ ɾ ə n d h ɪ m s ɛ l f ɐ ɡ ɛ n s t ɪ t,main,20,ɪ n ɐ n ʌ ð ɚ ɹ ɪ n s t ə n t h iː h ɐ d f l æ t ə n d h ɪ m s ɛ l f ɐ ɡ ɛ n s t ɪ t
sys2e1cb-utte3cdbde.wav,aɪ k ə n ɡ ɪ v j uː s ɪ k s d ɑː l ɚ z ɐ p iː s f ɜː ð ə m,main,21,aɪ k ə n ɡ ɪ v j uː s ɪ k s d ɑː l ɚ z ɐ p iː s f ɚ ð ə m
sys2e1cb-utt45450c6.wav,h iː h ʌ z n aɪ ð ɚ ɹ ɐ w ɪ p n ɔːɹ k l ʌ b n ɔːɹ ɹ w ɛ p ə n,main,23,h iː h æ d n aɪ ð ɚ w ɪ p n ɔːɹ k l ʌ b n ɔːɹ w ɛ p ə n
sys2e1cb-utt5d0edc8.wav,ʃ iː w ʌ z k ʌ m ɪ ŋ h oʊ m f ɹ ʌ m j ɜː ɹ ə p æ n d ʌ ð ɚ p l eɪ s ᵻ z,main,25,ʃ iː w ʌ z k ʌ m ɪ ŋ h oʊ m f ɹ ʌ m j oː ɹ ə p æ n d ʌ ð ɚ p l eɪ s ᵻ z
sys2e1cb-utt67a15bd.wav,ɪ f oʊ n l i ʌ n ɪ s t w ɪ ɹ oʊ h eː ɹ,main,26,ɪ f oʊ n l i ɜː n ɪ s t w ɜː h ɪ
sys9efbf-uttdefa910.wav,h aʊ ɛ v ɚ ð ə b æ k l æ ʃ ɚ h ɐ z ɔː l ɹ ɛ d i b ɪ ɡ ʌ n,main,0,h aʊ ɛ v ɚ ð ə b æ k l æ ʃ h ɐ z ɔː l ɹ ɛ d i b ɪ ɡ ʌ n
sys9efbf-utt17b548e.wav,h aʊ ɛ v ɚ ð æ t n ɔ t t iː m ɪ z ə n t n aʊ ɪ t p ɹ ɛ m ə tʃ ɔːɹ,main,2,h aʊ ɛ v ɚ ð æ t ɑː p t ɪ m ɪ z ə m n aʊ s iː m z p ɹ ɛ m ə tʃ uːɹ
sys9efbf-utt956b258.wav,h iː w ʌ z ɚ w ɔːɹ d ᵻ d ð æ t l ʌ s ɛ k s p ɛ n s ᵻ z,main,27,h iː w ʌ z ɐ w ɔːɹ d ᵻ d ð æ t p l ʌ s ɛ k s p ɛ n s ᵻ z
sys9efbf-utt406ec07.wav,θ ɹ uː aʊ t ð æ k t k l oʊ ð z k eɪ m d ɔ f,main,3,θ ɹ uː aʊ t ð ɪ æ k t k l oʊ ð z k eɪ m ɔ f
sys9efbf-utt87d12f1.wav,w ɛ ɹ ɛ v ɚ ɹ aɪ w ɛ n t ð eɪ w ʊ d ɡ oʊ,main,28,w ɛ ɹ ɛ v ɚ ɹ aɪ w ɛ n t ð eɪ w ʊ d ɡ oʊ
sys9efbf-utt0acec05.wav,ɪ t d ɪ d n ʌ θ ɪ ŋ t ə k iː p ə s s eɪ f,main,29,ɪ t d ɪ d n ʌ θ ɪ ŋ t ə k iː p ʌ s s eɪ f
sys9efbf-utt7b33e8a.wav,h ɚ t ɹ æ n s f ɚ w ʊ d h ʌ v f ɔːɹ s t ʌ ð ɚ m uː v m ə n t s,main,4,h ɜː t ɹ æ n s f ɜː w ʊ d h æ v f ɔːɹ s t ʌ ð ɚ m uː v m ə n t s
sys9efbf-utt79d28a7.wav,ɪ l ɛ v ə n w ɪ m ɪ n w ɜː aɪ ð ɚ ɹ p ɹ ə m oʊ ɾ ᵻ d ɔːɹ m uː v d,main,5,ɪ l ɛ v ə n w ɪ m ɪ n w ɜː aɪ ð ɚ p ɹ ə m oʊ ɾ ᵻ d ɔːɹ m uː v d
sys9efbf-utt18dbcf8.wav,ð ɛ ɹ æ m s p ɛ ʃ əl aɪ z s t ɑː f ɔ n d s aɪ t m aʊ,main,30,ð ɛ ɹ ɑːɹ s p ɛ ʃ əl l aɪ z d s t ɑː f ɔ n s aɪ t n aʊ
